YEAR,Y,W,R,L,K
1948.0,1.2139999866485596,0.24300000071525574,0.1454000025987625,1.4149999618530273,0.6119999885559082
1949.0,1.3539999723434448,0.25999999046325684,0.21809999644756317,1.3839999437332153,0.5590000152587891
1950.0,1.569000005722046,0.27799999713897705,0.3156999945640564,1.3880000114440918,0.5730000138282776
1951.0,1.9479999542236328,0.296999990940094,0.39399999380111694,1.5499999523162842,0.5640000104904175
1952.0,2.265000104904175,0.3100000023841858,0.35589998960494995,1.8020000457763672,0.5740000009536743
1953.0,2.7309999465942383,0.32199999690055847,0.35929998755455017,1.9259999990463257,0.7110000252723694
1954.0,3.0250000953674316,0.33500000834465027,0.4025000035762787,1.9639999866485596,0.7760000228881836
1955.0,3.562000036239624,0.3499999940395355,0.3961000144481659,2.115999937057495,0.8270000219345093
1956.0,3.9790000915527344,0.3610000014305115,0.3822000026702881,2.434999942779541,0.800000011920929
1957.0,4.420000076293945,0.3790000081062317,0.304500013589859,2.7070000171661377,0.9210000038146973
1958.0,4.563000202178955,0.39100000262260437,0.32839998602867126,2.7060000896453857,1.0670000314712524
1959.0,5.385000228881836,0.4259999990463257,0.3856000006198883,2.8459999561309814,1.0829999446868896
1960.0,5.553999900817871,0.4410000145435333,0.31929999589920044,3.0889999866485596,1.4809999465942383
1961.0,5.465000152587891,0.46000000834465027,0.30790001153945923,3.121999979019165,1.7359999418258667
1962.0,5.824999809265137,0.48500001430511475,0.3783000111579895,3.184000015258789,1.9259999990463257
1963.0,6.875999927520752,0.5059999823570251,0.4180000126361847,3.263000011444092,2.0409998893737793
1964.0,7.822999954223633,0.5379999876022339,0.5163000226020813,3.4119999408721924,1.996999979019165
1965.0,9.119999885559082,0.5640000104904175,0.5878999829292297,3.622999906539917,2.256999969482422
1966.0,10.51200008392334,0.5860000252723694,0.536899983882904,4.073999881744385,2.742000102996826
1967.0,13.020000457763672,0.621999979019165,0.44429999589920044,4.710000038146973,3.563999891281128
1968.0,15.26099967956543,0.6660000085830688,0.3052000105381012,5.2170000076293945,4.767000198364258
1969.0,16.312999725341797,0.7310000061988831,0.23319999873638153,5.568999767303467,6.511000156402588
1970.0,16.00200080871582,0.8309999704360962,0.1882999986410141,5.494999885559082,7.626999855041504
1971.0,15.87600040435791,0.906000018119812,0.20229999721050262,5.334000110626221,8.67300033569336
1972.0,16.66200065612793,1.0,0.25060001015663147,5.34499979019165,8.331000328063965
1973.0,17.013999938964844,1.055999994277954,0.2667999863624573,5.6620001792907715,8.557000160217285
1974.0,19.30500030517578,1.13100004196167,0.266400009393692,5.729000091552734,9.508000373840332
1975.0,18.72100067138672,1.246999979019165,0.23010000586509705,5.7220001220703125,9.062000274658203
1976.0,19.25,1.375,0.3452000021934509,5.76200008392334,8.26200008392334
1977.0,20.64699935913086,1.5440000295639038,0.45080000162124634,5.876999855041504,7.473999977111816
1978.0,22.72599983215332,1.7029999494552612,0.5877000093460083,6.107999801635742,7.104000091552734
1979.0,23.618999481201172,1.7790000438690186,0.534600019454956,6.8520002365112305,6.874000072479248
